date,vehicle_model,defect_category,plant_line,production_volume,defect_count,warranty_claims,customer_complaints,severity_score,defect_rate
2024-08-01,Heavy Hauler,Engine,Line C,896,27,18,120,3.0,3.013
2024-08-01,Heavy Hauler,Transmission,Line A,733,25,18,103,3.0,3.411
2024-08-01,Heavy Hauler,Transmission,Line B,890,31,3,198,3.0,3.483
2024-08-01,Heavy Hauler,Transmission,Line C,912,30,6,158,3.0,3.289
2024-08-01,Heavy Hauler,Brakes,Line A,898,18,10,76,3.0,2.004
2024-08-01,Heavy Hauler,Brakes,Line B,743,20,19,118,3.0,2.692
2024-08-01,Heavy Hauler,Brakes,Line C,842,20,10,71,4.0,2.375
2024-08-01,Heavy Hauler,Electrical,Line A,951,23,7,99,1.0,2.419
2024-08-01,Heavy Hauler,Electrical,Line B,935,18,10,75,1.0,1.925
2024-08-01,Heavy Hauler,Electrical,Line C,871,20,14,77,2.0,2.296
2024-08-01,Heavy Hauler,Body/Frame,Line A,635,8,8,49,2.0,1.26
2024-08-01,Heavy Hauler,Body/Frame,Line B,775,12,9,52,2.0,1.548
2024-08-01,Heavy Hauler,Body/Frame,Line C,848,13,5,64,2.0,1.533
2024-08-01,Heavy Hauler,HVAC,Line A,890,11,6,62,2.0,1.236
2024-08-01,Heavy Hauler,HVAC,Line B,932,9,3,44,4.0,0.966
2024-08-01,Heavy Hauler,HVAC,Line C,673,8,7,34,2.0,1.189
2024-08-01,Heavy Hauler,Suspension,Line A,879,17,14,85,3.0,1.934
2024-08-01,Heavy Hauler,Suspension,Line B,817,14,7,53,3.0,1.714
2024-08-01,Heavy Hauler,Suspension,Line C,815,14,9,53,3.0,1.718
2024-09-01,Class 8 Truck,Engine,Line A,806,31,14,162,3.0,3.846
2024-09-01,Class 8 Truck,Engine,Line B,916,31,7,173,3.0,3.384
2024-09-01,Class 8 Truck,Engine,Line C,921,34,13,137,4.0,3.692
2024-09-01,Class 8 Truck,Transmission,Line A,822,28,14,155,3.0,3.406
2024-09-01,Class 8 Truck,Transmission,Line B,875,25,14,145,3.0,2.857
2024-09-01,Class 8 Truck,Transmission,Line C,897,27,15,167,4.0,3.01
2024-09-01,Class 8 Truck,Brakes,Line A,857,17,6,77,3.0,1.984
2024-09-01,Class 8 Truck,Brakes,Line B,926,19,6,105,2.0,2.052
2024-09-01,Class 8 Truck,Brakes,Line C,761,17,14,83,3.0,2.234
2024-09-01,Class 8 Truck,Electrical,Line A,919,24,16,89,4.0,2.612
2024-09-01,Class 8 Truck,Electrical,Line B,945,20,6,101,2.0,2.116
2024-09-01,Class 8 Truck,Electrical,Line C,879,21,9,83,3.0,2.389
2024-09-01,Class 8 Truck,Body/Frame,Line A,801,12,2,55,3.0,1.498
2024-09-01,Class 8 Truck,Body/Frame,Line B,904,12,3,57,3.0,1.327
2024-09-01,Class 8 Truck,Body/Frame,Line C,886,12,7,73,2.0,1.354
2024-09-01,Class 8 Truck,HVAC,Line A,703,8,8,30,2.0,1.138
2024-09-01,Class 8 Truck,HVAC,Line B,829,10,5,55,2.0,1.206
2024-09-01,Class 8 Truck,HVAC,Line C,964,11,5,46,1.0,1.141
2024-09-01,Class 8 Truck,Suspension,Line A,874,18,11,97,2.0,2.059
2024-09-01,Class 8 Truck,Suspension,Line B,828,16,15,92,3.0,1.932
2024-09-01,Class 8 Truck,Suspension,Line C,853,15,5,53,1.0,1.758
2024-09-01,Electric Van,Engine,Line A,854,25,6,119,3.0,2.927
2024-09-01,Electric Van,Engine,Line B,744,22,10,93,4.0,2.957
2024-09-01,Electric Van,Engine,Line C,678,16,8,76,3.0,2.36
2024-09-01,Electric Van,Transmission,Line A,801,20,10,87,4.0,2.497
2024-09-01,Electric Van,Transmission,Line B,820,22,22,104,3.0,2.683
2024-09-01,Electric Van,Transmission,Line C,908,27,16,134,3.0,2.974
2024-09-01,Electric Van,Brakes,Line A,798,14,13,81,3.0,1.754
2024-09-01,Electric Van,Brakes,Line B,927,14,6,78,3.0,1.51
2024-09-01,Electric Van,Brakes,Line C,780,13,13,61,4.0,1.667
2024-09-01,Electric Van,Electrical,Line A,868,18,8,98,3.0,2.074
2024-09-01,Electric Van,Electrical,Line B,756,14,10,67,2.0,1.852
2024-09-01,Electric Van,Electrical,Line C,940,21,9,105,1.0,2.234
2024-09-01,Electric Van,Body/Frame,Line A,769,10,5,41,2.0,1.3
2024-09-01,Electric Van,Body/Frame,Line B,754,11,0,42,1.0,1.459
2024-09-01,Electric Van,Body/Frame,Line C,887,9,5,56,4.0,1.015
2024-09-01,Electric Van,HVAC,Line A,687,7,1,28,2.0,1.019
2024-09-01,Electric Van,HVAC,Line B,960,11,4,57,1.0,1.146
2024-09-01,Electric Van,HVAC,Line C,782,7,4,34,2.0,0.895
2024-09-01,Electric Van,Suspension,Line A,834,13,8,62,2.0,1.559
2024-09-01,Electric Van,Suspension,Line B,886,15,6,70,3.0,1.693
2024-09-01,Electric Van,Suspension,Line C,750,14,3,62,2.0,1.867
2024-09-01,Commercial Bus,Engine,Line A,1046,35,16,156,3.0,3.346
2024-09-01,Commercial Bus,Engine,Line B,820,28,0,137,3.0,3.415
2024-09-01,Commercial Bus,Engine,Line C,943,38,19,207,2.0,4.03
2024-09-01,Commercial Bus,Transmission,Line A,919,27,8,127,4.0,2.938
2024-09-01,Commercial Bus,Transmission,Line B,866,33,13,182,2.0,3.811
2024-09-01,Commercial Bus,Transmission,Line C,870,28,18,142,2.0,3.218
2024-09-01,Commercial Bus,Brakes,Line A,929,22,9,75,3.0,2.368
2024-09-01,Commercial Bus,Brakes,Line B,820,16,10,70,2.0,1.951
2024-09-01,Commercial Bus,Brakes,Line C,840,20,11,75,1.0,2.381
2024-09-01,Commercial Bus,Electrical,Line A,862,17,3,91,3.0,1.972
2024-09-01,Commercial Bus,Electrical,Line B,816,20,11,102,3.0,2.451
2024-09-01,Commercial Bus,Electrical,Line C,615,14,9,61,2.0,2.276
2024-09-01,Commercial Bus,Body/Frame,Line A,917,14,12,81,2.0,1.527
2024-09-01,Commercial Bus,Body/Frame,Line B,832,8,3,30,2.0,0.962
2024-09-01,Commercial Bus,Body/Frame,Line C,863,14,12,68,4.0,1.622
2024-09-01,Commercial Bus,HVAC,Line A,870,9,3,39,3.0,1.034
2024-09-01,Commercial Bus,HVAC,Line B,764,9,4,39,3.0,1.178
2024-09-01,Commercial Bus,HVAC,Line C,907,13,6,72,1.0,1.433
2024-09-01,Commercial Bus,Suspension,Line A,725,11,6,62,2.0,1.517
2024-09-01,Commercial Bus,Suspension,Line B,807,14,9,61,2.0,1.735
2024-09-01,Commercial Bus,Suspension,Line C,728,12,9,58,2.0,1.648
2024-09-01,Heavy Hauler,Engine,Line A,961,33,26,192,3.0,3.434
2024-09-01,Heavy Hauler,Engine,Line B,715,34,21,152,4.0,4.755
2024-09-01,Heavy Hauler,Engine,Line C,913,39,16,195,2.0,4.272
2024-09-01,Heavy Hauler,Transmission,Line A,909,30,18,141,3.0,3.3
2024-09-01,Heavy Hauler,Transmission,Line B,771,28,23,123,3.0,3.632
2024-09-01,Heavy Hauler,Transmission,Line C,888,30,8,113,2.0,3.378
2024-09-01,Heavy Hauler,Brakes,Line A,657,16,10,75,1.0,2.435
2024-09-01,Heavy Hauler,Brakes,Line B,685,14,13,60,3.0,2.044
2024-09-01,Heavy Hauler,Brakes,Line C,806,17,13,76,2.0,2.109
2024-09-01,Heavy Hauler,Electrical,Line A,977,24,18,101,3.0,2.456
2024-09-01,Heavy Hauler,Electrical,Line B,874,22,12,98,2.0,2.517
2024-09-01,Heavy Hauler,Electrical,Line C,810,22,11,79,1.0,2.716
2024-09-01,Heavy Hauler,Body/Frame,Line A,694,12,3,60,2.0,1.729
2024-09-01,Heavy Hauler,Body/Frame,Line B,844,14,8,38,2.0,1.659
2024-09-01,Heavy Hauler,Body/Frame,Line C,888,17,15,63,2.0,1.914
2024-09-01,Heavy Hauler,HVAC,Line A,709,11,8,53,2.0,1.551
2024-09-01,Heavy Hauler,HVAC,Line B,974,14,11,72,2.0,1.437
2024-09-01,Heavy Hauler,HVAC,Line C,919,13,6,57,3.0,1.415
2024-09-01,Heavy Hauler,Suspension,Line A,999,17,8,84,3.0,1.702
2024-09-01,Heavy Hauler,Suspension,Line B,802,18,11,94,4.0,2.244
2024-09-01,Heavy Hauler,Suspension,Line C,809,15,4,68,1.0,1.854
2024-10-01,Class 8 Truck,Engine,Line A,917,32,15,152,4.0,3.49
2024-10-01,Class 8 Truck,Engine,Line B,747,26,17,88,4.0,3.481
2024-10-01,Class 8 Truck,Engine,Line C,699,23,7,136,2.0,3.29
2024-10-01,Class 8 Truck,Transmission,Line A,701,22,10,79,3.0,3.138
2024-10-01,Class 8 Truck,Transmission,Line B,670,18,7,96,4.0,2.687
2024-10-01,Class 8 Truck,Transmission,Line C,949,28,2,144,4.0,2.95
2024-10-01,Class 8 Truck,Brakes,Line A,961,19,5,84,4.0,1.977
2024-10-01,Class 8 Truck,Brakes,Line B,722,12,9,52,1.0,1.662
2024-10-01,Class 8 Truck,Brakes,Line C,987,20,9,77,4.0,2.026
2024-10-01,Class 8 Truck,Electrical,Line A,847,22,15,95,2.0,2.597
2024-10-01,Class 8 Truck,Electrical,Line B,980,25,4,132,2.0,2.551
2024-10-01,Class 8 Truck,Electrical,Line C,757,17,4,76,2.0,2.246
2024-10-01,Class 8 Truck,Body/Frame,Line A,805,12,3,71,3.0,1.491
2024-10-01,Class 8 Truck,Body/Frame,Line B,1011,15,6,90,2.0,1.484
2024-10-01,Class 8 Truck,Body/Frame,Line C,833,13,3,71,3.0,1.561
2024-10-01,Class 8 Truck,HVAC,Line A,964,12,10,58,2.0,1.245
2024-10-01,Class 8 Truck,HVAC,Line B,1039,10,1,51,4.0,0.962
2024-10-01,Class 8 Truck,HVAC,Line C,867,11,0,49,1.0,1.269
2024-10-01,Class 8 Truck,Suspension,Line A,920,13,3,65,3.0,1.413
2024-10-01,Class 8 Truck,Suspension,Line B,835,15,9,69,1.0,1.796
2024-10-01,Class 8 Truck,Suspension,Line C,900,16,11,81,1.0,1.778
2024-10-01,Electric Van,Engine,Line A,912,28,12,126,2.0,3.07
2024-10-01,Electric Van,Engine,Line B,929,23,8,106,4.0,2.476
2024-10-01,Electric Van,Engine,Line C,944,23,18,134,2.0,2.436
2024-10-01,Electric Van,Transmission,Line A,623,17,13,102,2.0,2.729
2024-10-01,Electric Van,Transmission,Line B,1007,20,9,91,4.0,1.986
2024-10-01,Electric Van,Transmission,Line C,966,30,9,161,3.0,3.106
2024-10-01,Electric Van,Brakes,Line A,699,9,7,41,1.0,1.288
2024-10-01,Electric Van,Brakes,Line B,831,15,7,53,4.0,1.805
2024-10-01,Electric Van,Brakes,Line C,940,15,7,78,1.0,1.596
2024-10-01,Electric Van,Electrical,Line A,879,15,8,57,1.0,1.706
2024-10-01,Electric Van,Electrical,Line B,998,20,11,65,2.0,2.004
2024-10-01,Electric Van,Electrical,Line C,891,18,1,90,3.0,2.02
2024-10-01,Electric Van,Body/Frame,Line A,965,12,0,47,1.0,1.244
2024-10-01,Electric Van,Body/Frame,Line B,916,8,3,49,2.0,0.873
2024-10-01,Electric Van,Body/Frame,Line C,930,10,1,59,2.0,1.075
2024-10-01,Electric Van,HVAC,Line A,859,8,4,29,3.0,0.931
2024-10-01,Electric Van,HVAC,Line B,1095,12,4,33,1.0,1.096
2024-10-01,Electric Van,HVAC,Line C,989,9,4,48,3.0,0.91
2024-10-01,Electric Van,Suspension,Line A,832,12,6,51,2.0,1.442
2024-10-01,Electric Van,Suspension,Line B,887,14,14,70,3.0,1.578
2024-10-01,Electric Van,Suspension,Line C,753,12,4,62,3.0,1.594
2024-10-01,Commercial Bus,Engine,Line A,854,39,31,219,4.0,4.567
2024-10-01,Commercial Bus,Engine,Line B,1008,29,23,118,3.0,2.877
2024-10-01,Commercial Bus,Engine,Line C,900,36,12,160,3.0,4.0
2024-10-01,Commercial Bus,Transmission,Line A,833,29,34,149,2.0,3.481
2024-10-01,Commercial Bus,Transmission,Line B,733,22,8,115,3.0,3.001
2024-10-01,Commercial Bus,Transmission,Line C,808,32,13,150,4.0,3.96
2024-10-01,Commercial Bus,Brakes,Line A,930,21,13,119,2.0,2.258
2024-10-01,Commercial Bus,Brakes,Line B,932,20,17,71,2.0,2.146
2024-10-01,Commercial Bus,Brakes,Line C,924,12,7,70,2.0,1.299
2024-10-01,Commercial Bus,Electrical,Line A,811,16,7,72,2.0,1.973
2024-10-01,Commercial Bus,Electrical,Line B,783,17,8,109,2.0,2.171
2024-10-01,Commercial Bus,Electrical,Line C,880,19,8,65,1.0,2.159
2024-10-01,Commercial Bus,Body/Frame,Line A,741,12,9,39,2.0,1.619
2024-10-01,Commercial Bus,Body/Frame,Line B,726,11,8,48,2.0,1.515
2024-10-01,Commercial Bus,Body/Frame,Line C,980,16,6,78,2.0,1.633
2024-10-01,Commercial Bus,HVAC,Line A,887,11,2,56,2.0,1.24
2024-10-01,Commercial Bus,HVAC,Line B,899,12,7,54,3.0,1.335
2024-10-01,Commercial Bus,HVAC,Line C,771,8,0,37,2.0,1.038
2024-10-01,Commercial Bus,Suspension,Line A,885,12,4,61,1.0,1.356
2024-10-01,Commercial Bus,Suspension,Line B,886,15,8,76,3.0,1.693
2024-10-01,Commercial Bus,Suspension,Line C,858,14,6,72,1.0,1.632
2024-10-01,Heavy Hauler,Engine,Line A,833,29,15,118,2.0,3.481
2024-10-01,Heavy Hauler,Engine,Line B,896,37,8,186,4.0,4.129
2024-10-01,Heavy Hauler,Engine,Line C,903,32,12,153,3.0,3.544
2024-10-01,Heavy Hauler,Transmission,Line A,858,28,9,143,3.0,3.263
2024-10-01,Heavy Hauler,Transmission,Line B,868,29,24,126,4.0,3.341
2024-10-01,Heavy Hauler,Transmission,Line C,783,30,23,135,4.0,3.831
2024-10-01,Heavy Hauler,Brakes,Line A,892,17,8,93,3.0,1.906
2024-10-01,Heavy Hauler,Brakes,Line B,754,15,8,67,4.0,1.989
2024-10-01,Heavy Hauler,Brakes,Line C,871,18,14,80,3.0,2.067
2024-10-01,Heavy Hauler,Electrical,Line A,699,16,12,96,2.0,2.289
2024-10-01,Heavy Hauler,Electrical,Line B,769,20,8,91,3.0,2.601
2024-10-01,Heavy Hauler,Electrical,Line C,801,15,4,71,1.0,1.873
2024-10-01,Heavy Hauler,Body/Frame,Line A,823,11,10,72,1.0,1.337
2024-10-01,Heavy Hauler,Body/Frame,Line B,873,12,5,77,2.0,1.375
2024-10-01,Heavy Hauler,Body/Frame,Line C,824,12,9,25,2.0,1.456
2024-10-01,Heavy Hauler,HVAC,Line A,845,10,7,56,1.0,1.183
2024-10-01,Heavy Hauler,HVAC,Line B,1038,11,9,53,2.0,1.06
2024-10-01,Heavy Hauler,HVAC,Line C,813,10,6,41,2.0,1.23
2024-10-01,Heavy Hauler,Suspension,Line A,780,12,4,47,2.0,1.538
2024-10-01,Heavy Hauler,Suspension,Line B,888,17,16,50,3.0,1.914
2024-10-01,Heavy Hauler,Suspension,Line C,850,17,11,80,2.0,2.0
2024-11-01,Class 8 Truck,Engine,Line A,783,28,5,152,3.0,3.576
2024-11-01,Class 8 Truck,Engine,Line B,806,26,13,152,5.0,3.226
2024-11-01,Class 8 Truck,Engine,Line C,959,30,19,159,2.0,3.128
2024-11-01,Class 8 Truck,Transmission,Line A,736,22,15,79,2.0,2.989
2024-11-01,Class 8 Truck,Transmission,Line B,901,28,22,102,5.0,3.108
2024-11-01,Class 8 Truck,Transmission,Line C,711,16,8,64,3.0,2.25
2024-11-01,Class 8 Truck,Brakes,Line A,843,16,5,79,2.0,1.898
2024-11-01,Class 8 Truck,Brakes,Line B,949,18,6,61,2.0,1.897
2024-11-01,Class 8 Truck,Brakes,Line C,735,12,8,39,3.0,1.633
2024-11-01,Class 8 Truck,Electrical,Line A,864,19,6,102,2.0,2.199
2024-11-01,Class 8 Truck,Electrical,Line B,788,18,3,62,1.0,2.284
2024-11-01,Class 8 Truck,Electrical,Line C,881,19,14,79,3.0,2.157
2024-11-01,Class 8 Truck,Body/Frame,Line A,839,11,7,51,2.0,1.311
2024-11-01,Class 8 Truck,Body/Frame,Line B,853,12,6,55,1.0,1.407
2024-11-01,Class 8 Truck,Body/Frame,Line C,856,11,3,52,3.0,1.285
2024-11-01,Class 8 Truck,HVAC,Line A,866,9,3,49,1.0,1.039
2024-11-01,Class 8 Truck,HVAC,Line B,921,8,1,36,4.0,0.869
2024-11-01,Class 8 Truck,HVAC,Line C,1000,13,8,41,2.0,1.3
2024-11-01,Class 8 Truck,Suspension,Line A,800,12,7,53,3.0,1.5
2024-11-01,Class 8 Truck,Suspension,Line B,675,11,3,51,3.0,1.63
2024-11-01,Class 8 Truck,Suspension,Line C,749,13,6,54,2.0,1.736
2024-11-01,Electric Van,Engine,Line A,836,23,12,105,3.0,2.751
2024-11-01,Electric Van,Engine,Line B,993,32,15,155,2.0,3.223
2024-11-01,Electric Van,Engine,Line C,810,24,7,120,3.0,2.963
2024-11-01,Electric Van,Transmission,Line A,818,21,23,90,1.0,2.567
2024-11-01,Electric Van,Transmission,Line B,706,21,17,90,4.0,2.975
2024-11-01,Electric Van,Transmission,Line C,916,25,12,121,4.0,2.729
2024-11-01,Electric Van,Brakes,Line A,885,14,7,88,3.0,1.582
2024-11-01,Electric Van,Brakes,Line B,928,17,10,82,3.0,1.832
2024-11-01,Electric Van,Brakes,Line C,914,16,6,82,2.0,1.751
2024-11-01,Electric Van,Electrical,Line A,822,22,5,119,2.0,2.676
2024-11-01,Electric Van,Electrical,Line B,861,22,7,95,2.0,2.555
2024-11-01,Electric Van,Electrical,Line C,773,17,7,90,1.0,2.199
2024-11-01,Electric Van,Body/Frame,Line A,687,9,1,53,1.0,1.31
2024-11-01,Electric Van,Body/Frame,Line B,756,11,4,37,4.0,1.455
2024-11-01,Electric Van,Body/Frame,Line C,759,10,4,53,3.0,1.318
2024-11-01,Electric Van,HVAC,Line A,775,8,3,42,1.0,1.032
2024-11-01,Electric Van,HVAC,Line B,1031,10,5,37,1.0,0.97
2024-11-01,Electric Van,HVAC,Line C,771,7,3,28,3.0,0.908
2024-11-01,Electric Van,Suspension,Line A,779,11,5,59,2.0,1.412
2024-11-01,Electric Van,Suspension,Line B,841,11,3,39,3.0,1.308
2024-11-01,Electric Van,Suspension,Line C,897,12,5,50,2.0,1.338
2024-11-01,Commercial Bus,Engine,Line A,891,30,27,173,4.0,3.367
2024-11-01,Commercial Bus,Engine,Line B,910,30,19,137,4.0,3.297
2024-11-01,Commercial Bus,Engine,Line C,886,32,18,196,2.0,3.612
2024-11-01,Commercial Bus,Transmission,Line A,1015,32,9,134,2.0,3.153
2024-11-01,Commercial Bus,Transmission,Line B,908,25,14,143,2.0,2.753
2024-11-01,Commercial Bus,Transmission,Line C,825,22,10,150,4.0,2.667
2024-11-01,Commercial Bus,Brakes,Line A,826,15,8,74,2.0,1.816
2024-11-01,Commercial Bus,Brakes,Line B,897,16,5,80,1.0,1.784
2024-11-01,Commercial Bus,Brakes,Line C,915,18,3,88,1.0,1.967
2024-11-01,Commercial Bus,Electrical,Line A,912,20,18,114,1.0,2.193
2024-11-01,Commercial Bus,Electrical,Line B,668,14,3,87,2.0,2.096
2024-11-01,Commercial Bus,Electrical,Line C,934,21,10,99,3.0,2.248
2024-11-01,Commercial Bus,Body/Frame,Line A,878,12,11,53,2.0,1.367
2024-11-01,Commercial Bus,Body/Frame,Line B,595,10,5,48,2.0,1.681
2024-11-01,Commercial Bus,Body/Frame,Line C,798,12,7,62,2.0,1.504
2024-11-01,Commercial Bus,HVAC,Line A,935,11,4,55,1.0,1.176
2024-11-01,Commercial Bus,HVAC,Line B,870,9,2,26,2.0,1.034
2024-11-01,Commercial Bus,HVAC,Line C,994,12,8,79,3.0,1.207
2024-11-01,Commercial Bus,Suspension,Line A,781,13,7,54,2.0,1.665
2024-11-01,Commercial Bus,Suspension,Line B,938,19,4,77,2.0,2.026
2024-11-01,Commercial Bus,Suspension,Line C,903,18,19,80,2.0,1.993
2024-11-01,Heavy Hauler,Engine,Line A,902,30,15,136,1.0,3.326
2024-11-01,Heavy Hauler,Engine,Line B,861,31,24,148,2.0,3.6
2024-11-01,Heavy Hauler,Engine,Line C,826,23,7,120,3.0,2.785
2024-11-01,Heavy Hauler,Transmission,Line A,933,24,12,105,4.0,2.572
2024-11-01,Heavy Hauler,Transmission,Line B,910,33,27,147,4.0,3.626
2024-11-01,Heavy Hauler,Transmission,Line C,756,22,15,80,3.0,2.91
2024-11-01,Heavy Hauler,Brakes,Line A,859,20,10,97,3.0,2.328
2024-11-01,Heavy Hauler,Brakes,Line B,790,15,9,71,2.0,1.899
2024-11-01,Heavy Hauler,Brakes,Line C,842,21,9,92,1.0,2.494
2024-11-01,Heavy Hauler,Electrical,Line A,846,22,15,107,3.0,2.6
2024-11-01,Heavy Hauler,Electrical,Line B,915,25,18,150,2.0,2.732
2024-11-01,Heavy Hauler,Electrical,Line C,730,19,13,114,3.0,2.603
2024-11-01,Heavy Hauler,Body/Frame,Line A,1025,18,10,66,3.0,1.756
2024-11-01,Heavy Hauler,Body/Frame,Line B,800,13,7,68,2.0,1.625
2024-11-01,Heavy Hauler,Body/Frame,Line C,934,10,5,58,4.0,1.071
2024-11-01,Heavy Hauler,HVAC,Line A,915,14,8,66,3.0,1.53
2024-11-01,Heavy Hauler,HVAC,Line B,849,10,4,37,3.0,1.178
2024-11-01,Heavy Hauler,HVAC,Line C,851,10,4,53,3.0,1.175
2024-11-01,Heavy Hauler,Suspension,Line A,748,12,9,42,3.0,1.604
2024-11-01,Heavy Hauler,Suspension,Line B,995,22,15,116,4.0,2.211
2024-11-01,Heavy Hauler,Suspension,Line C,639,11,8,50,3.0,1.721
2024-12-01,Class 8 Truck,Engine,Line A,846,29,14,127,3.0,3.428
2024-12-01,Class 8 Truck,Engine,Line B,874,27,19,141,4.0,3.089
2024-12-01,Class 8 Truck,Engine,Line C,748,20,10,140,4.0,2.674
2024-12-01,Class 8 Truck,Transmission,Line A,800,26,17,96,4.0,3.25
2024-12-01,Class 8 Truck,Transmission,Line B,834,25,13,142,2.0,2.998
2024-12-01,Class 8 Truck,Transmission,Line C,696,22,3,100,4.0,3.161
2024-12-01,Class 8 Truck,Brakes,Line A,902,19,12,127,2.0,2.106
2024-12-01,Class 8 Truck,Brakes,Line B,885,16,12,75,4.0,1.808
2024-12-01,Class 8 Truck,Brakes,Line C,802,18,12,84,3.0,2.244
2024-12-01,Class 8 Truck,Electrical,Line A,873,20,10,85,2.0,2.291
2024-12-01,Class 8 Truck,Electrical,Line B,698,17,4,78,3.0,2.436
2024-12-01,Class 8 Truck,Electrical,Line C,925,16,8,82,2.0,1.73
2024-12-01,Class 8 Truck,Body/Frame,Line A,970,13,1,70,2.0,1.34
2024-12-01,Class 8 Truck,Body/Frame,Line B,691,10,8,37,4.0,1.447
2024-12-01,Class 8 Truck,Body/Frame,Line C,774,11,2,55,2.0,1.421
2024-12-01,Class 8 Truck,HVAC,Line A,715,11,4,48,3.0,1.538
2024-12-01,Class 8 Truck,HVAC,Line B,1013,13,3,66,1.0,1.283
2024-12-01,Class 8 Truck,HVAC,Line C,931,9,3,41,3.0,0.967
2024-12-01,Class 8 Truck,Suspension,Line A,826,16,11,87,1.0,1.937
2024-12-01,Class 8 Truck,Suspension,Line B,1002,15,13,97,3.0,1.497
2024-12-01,Class 8 Truck,Suspension,Line C,942,10,5,56,3.0,1.062
2024-12-01,Electric Van,Engine,Line A,740,22,1,111,1.0,2.973
2024-12-01,Electric Van,Engine,Line B,951,33,15,171,3.0,3.47
2024-12-01,Electric Van,Engine,Line C,871,23,15,80,2.0,2.641
2024-12-01,Electric Van,Transmission,Line A,839,23,13,96,5.0,2.741
2024-12-01,Electric Van,Transmission,Line B,864,24,14,136,3.0,2.778
2024-12-01,Electric Van,Transmission,Line C,889,27,5,91,3.0,3.037
2024-12-01,Electric Van,Brakes,Line A,832,15,8,79,1.0,1.803
2024-12-01,Electric Van,Brakes,Line B,849,12,7,40,3.0,1.413
2024-12-01,Electric Van,Brakes,Line C,717,12,9,58,1.0,1.674
2024-12-01,Electric Van,Electrical,Line A,789,13,2,63,3.0,1.648
2024-12-01,Electric Van,Electrical,Line B,889,19,10,87,1.0,2.137
2024-12-01,Electric Van,Electrical,Line C,810,14,5,66,2.0,1.728
2024-12-01,Electric Van,Body/Frame,Line A,1125,13,6,45,2.0,1.156
2024-12-01,Electric Van,Body/Frame,Line B,818,12,5,55,2.0,1.467
2024-12-01,Electric Van,Body/Frame,Line C,723,9,4,43,3.0,1.245
2024-12-01,Electric Van,HVAC,Line A,828,8,0,44,2.0,0.966
2024-12-01,Electric Van,HVAC,Line B,917,11,5,44,2.0,1.2
2024-12-01,Electric Van,HVAC,Line C,881,9,3,46,3.0,1.022
2024-12-01,Electric Van,Suspension,Line A,818,10,6,41,2.0,1.222
2024-12-01,Electric Van,Suspension,Line B,863,10,5,52,3.0,1.159
2024-12-01,Electric Van,Suspension,Line C,860,10,8,51,1.0,1.163
2024-12-01,Commercial Bus,Engine,Line A,779,28,18,124,4.0,3.594
2024-12-01,Commercial Bus,Engine,Line B,688,21,2,87,4.0,3.052
2024-12-01,Commercial Bus,Engine,Line C,1035,37,16,173,3.0,3.575
2024-12-01,Commercial Bus,Transmission,Line A,709,21,17,84,2.0,2.962
2024-12-01,Commercial Bus,Transmission,Line B,851,28,12,136,3.0,3.29
2024-12-01,Commercial Bus,Transmission,Line C,1026,32,17,191,3.0,3.119
2024-12-01,Commercial Bus,Brakes,Line A,730,15,11,75,2.0,2.055
2024-12-01,Commercial Bus,Brakes,Line B,719,14,11,54,2.0,1.947
2024-12-01,Commercial Bus,Brakes,Line C,815,15,9,76,3.0,1.84
2024-12-01,Commercial Bus,Electrical,Line A,762,14,8,62,4.0,1.837
2024-12-01,Commercial Bus,Electrical,Line B,1019,29,10,152,3.0,2.846
2024-12-01,Commercial Bus,Electrical,Line C,918,20,16,97,2.0,2.179
2024-12-01,Commercial Bus,Body/Frame,Line A,711,12,5,61,2.0,1.688
2024-12-01,Commercial Bus,Body/Frame,Line B,866,13,9,61,1.0,1.501
2024-12-01,Commercial Bus,Body/Frame,Line C,901,13,3,49,3.0,1.443
2024-12-01,Commercial Bus,HVAC,Line A,841,8,3,43,2.0,0.951
2024-12-01,Commercial Bus,HVAC,Line B,835,11,8,63,1.0,1.317
2024-12-01,Commercial Bus,HVAC,Line C,1006,13,14,54,1.0,1.292
2024-12-01,Commercial Bus,Suspension,Line A,850,14,9,81,2.0,1.647
2024-12-01,Commercial Bus,Suspension,Line B,828,15,7,70,3.0,1.812
2024-12-01,Commercial Bus,Suspension,Line C,963,19,9,60,2.0,1.973
2024-12-01,Heavy Hauler,Engine,Line A,781,28,11,135,2.0,3.585
2024-12-01,Heavy Hauler,Engine,Line B,734,31,11,148,4.0,4.223
2024-12-01,Heavy Hauler,Engine,Line C,932,38,22,200,4.0,4.077
2024-12-01,Heavy Hauler,Transmission,Line A,888,23,10,123,2.0,2.59
2024-12-01,Heavy Hauler,Transmission,Line B,995,33,18,185,3.0,3.317
2024-12-01,Heavy Hauler,Transmission,Line C,865,32,9,146,4.0,3.699
2024-12-01,Heavy Hauler,Brakes,Line A,855,21,5,72,3.0,2.456
2024-12-01,Heavy Hauler,Brakes,Line B,927,19,11,100,2.0,2.05
2024-12-01,Heavy Hauler,Brakes,Line C,786,17,12,64,2.0,2.163
2024-12-01,Heavy Hauler,Electrical,Line A,828,21,11,91,3.0,2.536
2024-12-01,Heavy Hauler,Electrical,Line B,801,19,4,79,3.0,2.372
2024-12-01,Heavy Hauler,Electrical,Line C,878,23,15,145,2.0,2.62
